sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
192,16,16,1e-05,kang_sparse_2015_adaptation,4.9927745276655675e-05,40,24,24,False,1649.3133999756537,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
192,16,16,1e-05,uniform_gradient_pruning,0.00020358170184245103,20,4,4,False,1538.0882000317797,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05032202527371088, 0.09970222577617968, 0.1477845266345673, 0.19560344255510737, 0.24369352726866145, 0.29320801011191044, 0.3462790709448355, 0.4017125871502133, 0.45589392935745243, 0.505726780931949, 0.5501579766510117, 0.5914774815554639, 0.6316108099858545, 0.6708695641556593, 0.7103662412794782, 0.7519963754445671, 0.7965954206820325, 0.8425060930327101, 0.8904061592780625, 0.9451820569053667]"
3692,17,17,1e-05,ours,0.001774587771221306,32,15,15,False,26.83165,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.004397289361804724, 0.008951428346335888, 0.013420089147984982, 0.019404800608754158, 0.02453514002263546, 0.02802775427699089, 0.03165736049413681, 0.03650082275271416, 0.056876301765441895, 0.08334512263536453, 0.09863404929637909, 0.11131447553634644, 0.1548292636871338, 0.17164292931556702, 0.18363544344902039, 0.19717049598693848, 0.214523583650589, 0.23480208218097687, 0.25134217739105225, 0.2682591378688812, 0.28685805201530457, 0.31865575909614563, 0.36419764161109924, 0.40702614188194275, 0.43644171953201294, 0.49785152077674866, 0.5927116274833679, 0.6204997897148132, 0.700861394405365, 0.827256441116333, 0.8299140334129333, 0.8657522201538086]"
3692,17,17,1e-05,kang_sparse_2015_adaptation,5.6575957408344485e-05,40,23,23,False,1796.236600028351,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3692,17,17,1e-05,uniform_gradient_pruning,0.0002294180849216382,20,3,3,False,1549.2530000046827,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.050167761825447486, 0.10020660046899722, 0.15002435709981782, 0.19976150567182724, 0.24959213757096196, 0.2996674401835005, 0.34999755656115744, 0.4008314432129202, 0.4527538362114003, 0.5008702822031412, 0.5484340621646806, 0.5954528378380607, 0.6419752844233536, 0.6880091505551915, 0.7335812646339127, 0.7786541153972627, 0.8232319564659764, 0.8674688645982497, 0.9116105867503631, 0.9558052933751816]"
3603,18,18,1e-05,ours,0.001927474617045748,32,14,14,False,27.679900000000004,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0025296739768236876, 0.006542940624058247, 0.010784653015434742, 0.015163739211857319, 0.019618432968854904, 0.02395384944975376, 0.028023643419146538, 0.031139375641942024, 0.03396080806851387, 0.037685099989175797, 0.04556424915790558, 0.06313887238502502, 0.08136355131864548, 0.09373774379491806, 0.10453443229198456, 0.11728723347187042, 0.13511404395103455, 0.17076626420021057, 0.18745723366737366, 0.20526203513145447, 0.22689607739448547, 0.25399890542030334, 0.2917679250240326, 0.32968780398368835, 0.37099775671958923, 0.49529480934143066, 0.5298970937728882, 0.6400852799415588, 0.7228989601135254, 0.7840925455093384, 0.8109701871871948, 0.8269159197807312]"
3603,18,18,1e-05,kang_sparse_2015_adaptation,5.558895197158243e-05,40,22,22,False,1363.0475000245497,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3603,18,18,1e-05,uniform_gradient_pruning,0.0003664782391458357,20,2,2,False,1585.6988999876194,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05094282245136597, 0.10080971267315195, 0.14774489609201863, 0.19221778397163622, 0.23502255222011706, 0.2770443888132273, 0.3191029315713903, 0.36265327137273373, 0.40845414664535834, 0.4545421175762071, 0.4996138109109343, 0.5490712900168299, 0.597276415281335, 0.6439802095319913, 0.6894610823942833, 0.7350392220088796, 0.7823227522876797, 0.8322500066538713, 0.8854876455209496, 0.942313432954953]"
1363,19,19,1e-05,ours,0.0020788391342858987,32,13,13,False,27.6876,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.003528477158397436, 0.009284449741244316, 0.015165814198553562, 0.02083590254187584, 0.025999370962381363, 0.029386991634964943, 0.032593291252851486, 0.044929295778274536, 0.08378258347511292, 0.12229154258966446, 0.13861222565174103, 0.14922437071800232, 0.17484325170516968, 0.1931217908859253, 0.21048623323440552, 0.22743117809295654, 0.24503034353256226, 0.25760796666145325, 0.26933807134628296, 0.2831767797470093, 0.3016025125980377, 0.32640862464904785, 0.3623696267604828, 0.4084131419658661, 0.4759083390235901, 0.5017547011375427, 0.5989275574684143, 0.6830794215202332, 0.7695350050926208, 0.7879329323768616, 0.8225908279418945, 0.8711935877799988]"
1363,19,19,1e-05,kang_sparse_2015_adaptation,7.208697975971458e-05,40,21,21,False,1468.8975000171922,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
1363,19,19,1e-05,uniform_gradient_pruning,0.001151108296318961,20,1,1,False,1453.9858999778517,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.06136169532933543, 0.12137959366823407, 0.16722577142557987, 0.20577701352801087, 0.242927166699703, 0.2795896300036676, 0.31605495256508687, 0.3538775482019154, 0.405538177601805, 0.4629267366750501, 0.523068918680716, 0.5835596887502391, 0.6419402576462634, 0.6964710444684876, 0.7401476621177866, 0.7788424102933356, 0.8185713403622613, 0.8602427328211204, 0.904653972927352, 0.9518083574678109]"
1049,20,20,1e-05,ours,0.0022640455488164538,32,12,12,False,33.5777,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0029992798808962107, 0.007706995587795973, 0.012560836039483547, 0.017539117485284805, 0.022433670237660408, 0.02695198357105255, 0.030061718076467514, 0.033152803778648376, 0.04288235679268837, 0.07228078693151474, 0.09902816265821457, 0.11186625063419342, 0.12575891613960266, 0.13972443342208862, 0.17656967043876648, 0.1978931576013565, 0.21645238995552063, 0.23107649385929108, 0.24964596331119537, 0.26853159070014954, 0.2940826416015625, 0.325933039188385, 0.3625139594078064, 0.4062963128089905, 0.4861568212509155, 0.5173912644386292, 0.5775148868560791, 0.6792897582054138, 0.757162868976593, 0.8073670864105225, 0.813024640083313, 0.8422354459762573]"
1049,20,20,1e-05,kang_sparse_2015_adaptation,6.843064150820401e-05,40,20,20,False,1701.0577999753878,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
1049,20,20,1e-05,uniform_gradient_pruning,0.0016148104403309064,20,0,0,False,1513.7200000463054,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.050176245841183666, 0.09950665215874538, 0.1467562754974666, 0.19216708503192387, 0.23617913800434834, 0.279015450253162, 0.3198769979490251, 0.36187624387131273, 0.4026399759698284, 0.44438238356317306, 0.4881103148767715, 0.5344013275429725, 0.5832507945582781, 0.6325306683043213, 0.6802702677746045, 0.7277972537386178, 0.7771313406202881, 0.8304626448820978, 0.8869555427525371, 0.943433370433736]"
