sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
2921,9,5,2.5e-05,ours,2.456364374135658e-05,10,5,1,True,18.54735,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.07530847936868668, 0.18801845610141754, 0.3164823353290558, 0.34734204411506653, 0.4985803961753845, 0.5308269262313843, 0.6259602904319763, 0.7337909936904907, 0.8042386174201965, 0.8841260075569153]"
2921,9,5,2.5e-05,kang_sparse_2015_adaptation,8.471660388377896e-06,8,3,-1,True,3050.045099997078,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.0977515243902439, 0.21970274390243905, 0.3656631097560976, 0.4075838414634147, 0.4881859756097561, 0.5781250000000001, 0.6993140243902439, 0.8534679878048781]"
2921,9,5,2.5e-05,uniform_gradient_pruning,1.851292514827633e-05,6,1,-3,True,14747.707700007595,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.11480845302762634, 0.2081156342854693, 0.4061849310269873, 0.597978953249857, 0.6819816197981176, 0.8508839842570839]"
659,9,7,2.5e-05,ours,2.4042573944756845e-05,8,1,-1,True,17.181,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.1201786994934082, 0.26498690247535706, 0.29429975152015686, 0.4112684726715088, 0.5891312956809998, 0.6199731230735779, 0.6520760655403137, 0.7678983211517334]"
659,9,7,2.5e-05,kang_sparse_2015_adaptation,1.0198755984974456e-05,6,-1,-3,True,2927.5014999875566,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.13662347560975613, 0.2930640243902439, 0.47751524390243905, 0.588795731707317, 0.7084603658536585, 0.8294588414634145]"
659,9,7,2.5e-05,uniform_gradient_pruning,9.557845615660934e-06,6,-1,-3,True,13703.273799997987,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.12994260943259922, 0.28038642103425393, 0.5000792154190472, 0.5581919797530899, 0.7577675875897264, 0.7956827658994905]"
810,9,6,2.5e-05,ours,2.3103948879340914e-05,10,4,1,True,17.826749999999997,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.08242090791463852, 0.12064719945192337, 0.16354747116565704, 0.24047955870628357, 0.2726241648197174, 0.40183329582214355, 0.5291160345077515, 0.6924872994422913, 0.8612579703330994, 0.8996046185493469]"
810,9,6,2.5e-05,kang_sparse_2015_adaptation,1.75961193224846e-05,7,1,-2,True,2926.7013000062434,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.11108993902439024, 0.2399009146341463, 0.35842225609756095, 0.45141006097560976, 0.5415396341463415, 0.6345274390243901, 0.8179306402439026]"
810,9,6,2.5e-05,uniform_gradient_pruning,1.6842114001040706e-05,7,1,-2,True,12157.361399993533,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.29558522237176926, 0.35549713260052046, 0.49320046672807105, 0.5186680282867974, 0.6695087835602714, 0.7663070304174222, 0.8193692390880623]"
1912,9,7,2.5e-05,ours,2.4876372483145267e-05,9,2,0,True,17.48205,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.07935862243175507, 0.1168830469250679, 0.20009665191173553, 0.3944122791290283, 0.5469256043434143, 0.610477089881897, 0.713249921798706, 0.8521522879600525, 0.9379181861877441]"
1912,9,7,2.5e-05,kang_sparse_2015_adaptation,4.9040489399500564e-06,8,1,-1,True,2481.258900021203,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2193216463414634, 0.29230182926829273, 0.38376524390243905, 0.4881859756097561, 0.5859375, 0.6520579268292682, 0.7410442073170731, 0.8294588414634145]"
1912,9,7,2.5e-05,uniform_gradient_pruning,1.2338699090329928e-05,7,0,-2,True,12120.187499996973,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.35048380271621743, 0.36933184941576525, 0.49073230373453786, 0.6024503321148702, 0.6554931317829918, 0.7735274372915946, 0.7992989449364434]"
2269,10,6,2.5e-05,ours,2.4286382691016505e-05,9,3,-1,True,17.68235,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.05214469134807587, 0.17009173333644867, 0.24458245933055878, 0.3075668215751648, 0.3677387535572052, 0.5825605392456055, 0.6484774947166443, 0.894843578338623, 0.9393507838249207]"
2269,10,6,2.5e-05,kang_sparse_2015_adaptation,1.2337062486082654e-05,9,3,-1,True,2789.3725000030827,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.11985518292682926, 0.1850228658536585, 0.27172256097560976, 0.36623475609756095, 0.44331173780487804, 0.5611661585365852, 0.7016006097560975, 0.7955411585365855, 0.8778582317073171]"
2269,10,6,2.5e-05,uniform_gradient_pruning,1.5961512704948706e-05,8,2,-2,True,12119.735000000219,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.1363377201282229, 0.1921729580019184, 0.2911873455844637, 0.32050999184116513, 0.48605971135262516, 0.717220460274988, 0.7995026840739928, 0.8697481758410945]"
2763,10,7,2.5e-05,ours,2.404651318493287e-05,13,6,3,True,17.56195,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.08284015208482742, 0.12104865908622742, 0.20321956276893616, 0.2395080029964447, 0.34135282039642334, 0.4711547791957855, 0.5670109987258911, 0.6297451257705688, 0.6617843508720398, 0.6957966089248657, 0.8615224361419678, 0.8993476629257202, 0.941659152507782]"
2763,10,7,2.5e-05,kang_sparse_2015_adaptation,2.414517751797479e-05,9,2,-1,True,2789.790900016669,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.13071646341463417, 0.14634146341463417, 0.3170731707317073, 0.3902439024390244, 0.43883384146341464, 0.5811737804878049, 0.6589176829268292, 0.7801067073170732, 0.8403201219512194]"
2763,10,7,2.5e-05,uniform_gradient_pruning,1.8225755362615656e-05,8,1,-2,True,12504.000700006145,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.15415944680516783, 0.17729774790714004, 0.27550246111277366, 0.3299614422462022, 0.37349173399918634, 0.5669204764643405, 0.7897337465877664, 0.8332186104083964]"
72,10,5,2.5e-05,ours,1.966606877324358e-05,8,3,-2,True,17.157049999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.08002212643623352, 0.2958100438117981, 0.4280724823474884, 0.4597438871860504, 0.4908194839954376, 0.646350622177124, 0.7144092321395874, 0.8501135110855103]"
72,10,5,2.5e-05,kang_sparse_2015_adaptation,8.096504188948397e-06,6,1,-4,True,2428.466800003662,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.19645579268292684, 0.34127286585365857, 0.41425304878048785, 0.5125762195121951, 0.6345274390243901, 0.8044969512195123]"
72,10,5,2.5e-05,uniform_gradient_pruning,1.6043850555289386e-05,5,0,-5,True,13035.544700003811,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.20002836646294328, 0.4082668589893086, 0.538864977338118, 0.5876775607269366, 0.8309382728484097]"
1320,10,6,2.5e-05,ours,2.440271804049511e-05,12,6,2,True,18.4568,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.12050873041152954, 0.16192370653152466, 0.20219722390174866, 0.2696327865123749, 0.42535924911499023, 0.4563808739185333, 0.48771268129348755, 0.613402247428894, 0.678383469581604, 0.7136387825012207, 0.7842525839805603, 0.8160554766654968]"
1320,10,6,2.5e-05,kang_sparse_2015_adaptation,1.0078095454452198e-05,6,0,-4,True,2822.892000011052,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.28696646341463417, 0.41501524390243905, 0.5613567073170732, 0.658155487804878, 0.7776295731707317, 0.8412728658536586]"
1320,10,6,2.5e-05,uniform_gradient_pruning,1.4598367957922327e-05,5,-1,-5,True,12797.73109999951,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.31975924613039947, 0.40482793035748255, 0.5795849766817327, 0.7781045676823655, 0.8451743787843924]"
2043,10,7,2.5e-05,ours,2.4522044321954357e-05,14,7,4,True,17.4872,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.2184239774942398, 0.25692978501319885, 0.3285985291004181, 0.3623778522014618, 0.3949824273586273, 0.4295838475227356, 0.4976072311401367, 0.5606237053871155, 0.6514838337898254, 0.6823992729187012, 0.8385265469551086, 0.870759904384613, 0.9067907333374023, 0.9463366866111755]"
2043,10,7,2.5e-05,kang_sparse_2015_adaptation,2.1578220224361414e-05,9,2,-1,True,2818.476300002658,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.1949314024390244, 0.2930640243902439, 0.36794969512195125, 0.3902439024390244, 0.4636051829268293, 0.5613567073170732, 0.6589176829268292, 0.7319931402439024, 0.8048780487804879]"
2043,10,7,2.5e-05,uniform_gradient_pruning,2.1585918855195965e-05,7,0,-3,True,12408.334899999318,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.33427135847544, 0.39666829501617584, 0.45721356748828623, 0.57300518680279, 0.6633870633283349, 0.7462133729333779, 0.7709480846885907]"
2715,10,6,2.5e-05,ours,2.416509185931064e-05,8,2,-2,True,19.869349999999997,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.24489207565784454, 0.3650510311126709, 0.5112553834915161, 0.5431678295135498, 0.6370671391487122, 0.6909562945365906, 0.8246983885765076, 0.8854252099990845]"
2715,10,6,2.5e-05,kang_sparse_2015_adaptation,2.2785076748036088e-05,7,1,-3,True,2867.9679999913787,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.14576981707317077, 0.23761432926829268, 0.3243140243902439, 0.4270198170731707, 0.4742759146341463, 0.6339557926829269, 0.7496189024390244]"
2715,10,6,2.5e-05,uniform_gradient_pruning,1.979682246024067e-05,7,1,-3,True,13177.73369999486,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.16034399567909058, 0.2289303483107269, 0.3290151039079971, 0.43427984604225867, 0.44555875505379383, 0.6435569038196227, 0.7535515492029844]"
833,10,6,2.5e-05,ours,2.4500725098561607e-05,11,5,1,True,18.3502,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.1830485463142395, 0.22540059685707092, 0.2609403431415558, 0.29366016387939453, 0.47868412733078003, 0.5679178237915039, 0.6295899748802185, 0.6609879732131958, 0.6939826607704163, 0.7293239235877991, 0.7647814750671387]"
833,10,6,2.5e-05,kang_sparse_2015_adaptation,1.0482590579081817e-05,7,1,-3,True,2924.59000000963,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.17054115853658536, 0.2269435975609756, 0.34165396341463417, 0.4605564024390244, 0.6070884146341463, 0.7557164634146342, 0.8669969512195123]"
833,10,6,2.5e-05,uniform_gradient_pruning,2.10564089685076e-05,6,0,-4,True,13052.91220000072,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.10578644824671381, 0.2630007340139386, 0.30253543831283836, 0.47189913615912227, 0.5753832733124121, 0.7462779483643893]"
1671,10,7,2.5e-05,ours,2.1453015852533176e-05,7,0,-3,True,17.7626,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.1528574675321579, 0.3168715238571167, 0.4105910360813141, 0.503255307674408, 0.5699687004089355, 0.7812233567237854, 0.813967227935791]"
1671,10,7,2.5e-05,kang_sparse_2015_adaptation,2.172108518613953e-05,6,-1,-4,True,3052.3318000050494,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12214176829268295, 0.24371189024390244, 0.38376524390243905, 0.5285823170731708, 0.6764481707317073, 0.8359375]"
1671,10,7,2.5e-05,uniform_gradient_pruning,1.652951944465191e-05,6,-1,-4,True,12982.57759999251,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2713086037228331, 0.3460864696930525, 0.377872247787279, 0.5335729529241633, 0.6713417625078522, 0.8356085282239583]"
2214,10,7,2.5e-05,ours,2.4988362169138743e-05,18,11,8,True,18.1906,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.1137908324599266, 0.15251806378364563, 0.192436084151268, 0.25847700238227844, 0.2871862053871155, 0.3462086617946625, 0.404710054397583, 0.43477240204811096, 0.4980394244194031, 0.567301332950592, 0.6029318571090698, 0.6387053728103638, 0.7133790254592896, 0.751740038394928, 0.7879965305328369, 0.8205937743186951, 0.894841730594635, 0.9395837187767029]"
2214,10,7,2.5e-05,kang_sparse_2015_adaptation,1.6593577207702362e-05,8,1,-2,True,2804.3597000068985,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.17054115853658536, 0.2700076219512195, 0.34165396341463417, 0.41501524390243905, 0.5851753048780488, 0.6491996951219512, 0.7320884146341463, 0.8052591463414634]"
2214,10,7,2.5e-05,uniform_gradient_pruning,2.0244914051064182e-05,7,0,-3,True,13216.09480000916,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.17324232868940653, 0.2909159812433198, 0.3101700605022741, 0.44396964312229403, 0.667948529841843, 0.7404414927348261, 0.8153780885198502]"
3841,10,7,2.5e-05,ours,2.4263254884230568e-05,11,4,1,True,17.334699999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.10737936943769455, 0.21659885346889496, 0.30891937017440796, 0.340675950050354, 0.40326982736587524, 0.43434208631515503, 0.5317450165748596, 0.5660908818244934, 0.6709913611412048, 0.7092571258544922, 0.7488724589347839]"
3841,10,7,2.5e-05,kang_sparse_2015_adaptation,1.9024573195590397e-05,7,0,-3,True,2763.3419999910984,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.19416920731707316, 0.2648628048780488, 0.34965701219512196, 0.44702743902439024, 0.5613567073170732, 0.6642530487804877, 0.8166920731707318]"
3841,10,7,2.5e-05,uniform_gradient_pruning,1.900691594323359e-05,7,0,-3,True,12392.161099996883,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.14985217696441291, 0.3086770906148132, 0.3610959202006868, 0.44181396272065376, 0.5396898743947834, 0.6720320891029175, 0.8140564340808218]"
1144,10,6,2.5e-05,ours,2.4489488001501678e-05,9,3,-1,True,17.5147,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.2628292739391327, 0.29407504200935364, 0.3612613379955292, 0.42572206258773804, 0.5562981963157654, 0.6552034616470337, 0.7255406975746155, 0.7602517008781433, 0.8249329924583435]"
1144,10,6,2.5e-05,kang_sparse_2015_adaptation,7.253143225846601e-06,8,2,-2,True,2854.5062000048347,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.11604420731707316, 0.2189405487804878, 0.3243140243902439, 0.4033917682926829, 0.4881859756097561, 0.5855564024390243, 0.7528582317073171, 0.8509908536585366]"
1144,10,6,2.5e-05,uniform_gradient_pruning,1.145656111449753e-05,7,1,-3,True,12724.342900008196,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.11198089807807333, 0.24235964593899062, 0.28889229168677777, 0.4367779716641325, 0.5014948560049901, 0.5513948956913934, 0.8150025666755963]"
3066,10,7,2.5e-05,ours,2.4797002950587352e-05,9,2,-1,True,16.90175,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0867948830127716, 0.1253339797258377, 0.26769113540649414, 0.3259965181350708, 0.47405076026916504, 0.7013930082321167, 0.7395164966583252, 0.8114355802536011, 0.8898946642875671]"
3066,10,7,2.5e-05,kang_sparse_2015_adaptation,1.0361087464984961e-05,7,0,-3,True,2764.3978000123752,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.24599847560975607, 0.34165396341463417, 0.5118140243902439, 0.6286204268292683, 0.7008384146341463, 0.7694359756097561, 0.8538490853658536]"
3066,10,7,2.5e-05,uniform_gradient_pruning,2.0659498677843875e-05,6,-1,-4,True,13685.92780000472,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2712422503658094, 0.3322143319159197, 0.5141644044556577, 0.637524107026738, 0.6802475005745691, 0.7580033242750304]"
986,10,6,2.5e-05,ours,2.494933855425057e-05,12,6,2,True,18.0208,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.10977447032928467, 0.18650542199611664, 0.33788976073265076, 0.3677034080028534, 0.39753177762031555, 0.4275374114513397, 0.5207894444465637, 0.5898887515068054, 0.7406581044197083, 0.7787705063819885, 0.8897684216499329, 0.9364880323410034]"
986,10,6,2.5e-05,kang_sparse_2015_adaptation,2.4229478286801702e-05,6,0,-4,True,2838.134399993578,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.20064786585365857, 0.3656631097560976, 0.5118140243902439, 0.560594512195122, 0.6829268292682926, 0.7016006097560975]"
986,10,6,2.5e-05,uniform_gradient_pruning,1.0299288961816402e-05,6,0,-4,True,12362.486400001217,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2192724592743201, 0.3571500647752818, 0.5692001139217087, 0.6191656544409556, 0.6821517845791075, 0.7386828341803413]"
4066,10,8,2.5e-05,ours,2.3890323078029634e-05,13,5,3,True,16.74025,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.11915022134780884, 0.19998763501644135, 0.2917022705078125, 0.3214508295059204, 0.3791736364364624, 0.40806710720062256, 0.5262211561203003, 0.619194507598877, 0.691446840763092, 0.7314576506614685, 0.7698855400085449, 0.8050704002380371, 0.885409414768219]"
4066,10,8,2.5e-05,kang_sparse_2015_adaptation,7.517432833616675e-06,10,2,0,True,2675.0336999975843,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.14615091463414637, 0.21131859756097565, 0.26695884146341464, 0.33727134146341464, 0.40415396341463417, 0.4721798780487805, 0.5154344512195121, 0.658155487804878, 0.713795731707317, 0.8052591463414634]"
4066,10,8,2.5e-05,uniform_gradient_pruning,2.2701489443512156e-05,8,0,-2,True,11690.194199996768,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.15268670027952083, 0.20079525557389363, 0.26349932936719705, 0.33856721156368685, 0.4248804410657198, 0.4671949909352419, 0.7376526620789626, 0.7782266512101674]"
3811,10,7,2.5e-05,ours,2.4311483350401324e-05,7,0,-3,True,17.89425,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.26064392924308777, 0.3518262803554535, 0.42610964179039, 0.46320635080337524, 0.6131178736686707, 0.718059241771698, 0.8926276564598083]"
3811,10,7,2.5e-05,kang_sparse_2015_adaptation,1.806697211071769e-05,4,-3,-6,True,2731.8136999820126,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.3656631097560976, 0.49047256097560976, 0.6208079268292682, 0.7701981707317073]"
3811,10,7,2.5e-05,uniform_gradient_pruning,1.3761898419234713e-05,4,-3,-6,True,13246.479699999327,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.39238655928311517, 0.515018313767137, 0.6026525447449456, 0.7730077669890327]"
2541,10,7,2.5e-05,ours,2.498412646801347e-05,11,4,1,True,17.977400000000003,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.12251871824264526, 0.16404299437999725, 0.23788897693157196, 0.32820016145706177, 0.35745158791542053, 0.5044711232185364, 0.5352455377578735, 0.7062109708786011, 0.8506349325180054, 0.8918451070785522, 0.9376350045204163]"
2541,10,7,2.5e-05,kang_sparse_2015_adaptation,1.2308167800554516e-05,7,0,-3,True,2780.892999988282,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.10041920731707318, 0.22065548780487804, 0.3456554878048781, 0.4683689024390244, 0.563452743902439, 0.6499618902439024, 0.7564786585365854]"
2541,10,7,2.5e-05,uniform_gradient_pruning,2.34466051417231e-05,6,-1,-4,True,13131.163899990497,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.23740794338282953, 0.37309044038819283, 0.4396583894776999, 0.5889475384600087, 0.6573381846917348, 0.7247042069542968]"
218,10,8,2.5e-05,ours,2.4893382696310213e-05,9,1,-1,True,17.16635,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.07652349770069122, 0.1122358962893486, 0.28883183002471924, 0.35086360573768616, 0.38121604919433594, 0.6054928302764893, 0.7505098581314087, 0.7861282825469971, 0.8180986046791077]"
218,10,8,2.5e-05,kang_sparse_2015_adaptation,1.705603041369227e-05,7,-1,-3,True,2869.482299996889,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2193216463414634, 0.3098323170731707, 0.3946265243902439, 0.49352134146341464, 0.5948932926829268, 0.7170350609756098, 0.8624237804878049]"
218,10,8,2.5e-05,uniform_gradient_pruning,1.3707318061414713e-05,7,-1,-3,True,12291.903799996362,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.25510322981576244, 0.2912736493141272, 0.39458087108728485, 0.5171325915121763, 0.6296253499547637, 0.677805365075582, 0.8732754723993322]"
870,10,6,2.5e-05,ours,2.405699759483576e-05,6,0,-4,True,18.6572,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.24794265627861023, 0.28401634097099304, 0.5670965909957886, 0.6464688777923584, 0.8055130839347839, 0.8330368399620056]"
870,10,6,2.5e-05,kang_sparse_2015_adaptation,8.591229069289764e-06,8,2,-2,True,2945.77570000547,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.1472942073170732, 0.24409298780487804, 0.3418445121951219, 0.4881859756097561, 0.5851753048780488, 0.682545731707317, 0.7557164634146342, 0.8304115853658537]"
870,10,6,2.5e-05,uniform_gradient_pruning,1.4099570492431548e-05,6,0,-4,True,12636.539099999936,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.16061713545970263, 0.22249361413951058, 0.5725947040485677, 0.7064942951953357, 0.7819609092575224, 0.8167083236577981]"
3918,10,8,2.5e-05,ours,2.376386756558543e-05,8,0,-2,True,17.87895,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.17763198912143707, 0.2489035278558731, 0.3492250144481659, 0.4224259853363037, 0.5011467933654785, 0.5777846574783325, 0.7383947968482971, 0.8655610680580139]"
3918,10,8,2.5e-05,kang_sparse_2015_adaptation,1.475616064641162e-05,7,-1,-3,True,2755.1072999922326,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.1949314024390244, 0.2856326219512196, 0.34165396341463417, 0.41501524390243905, 0.6095655487804879, 0.7000762195121951, 0.8151676829268292]"
3918,10,8,2.5e-05,uniform_gradient_pruning,2.006574931409506e-05,6,-2,-4,True,12880.041600001277,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.21161085941438415, 0.288318935812669, 0.3147988422601605, 0.4171860344975149, 0.7306231179924614, 0.8390484282761719]"
2480,10,6,2.5e-05,ours,2.4994135346649383e-05,10,4,0,True,19.6896,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.23758278787136078, 0.2682740390300751, 0.3623470067977905, 0.42347198724746704, 0.5462391376495361, 0.5774608254432678, 0.60873943567276, 0.6743249297142029, 0.7485564351081848, 0.8201547265052795]"
2480,10,6,2.5e-05,kang_sparse_2015_adaptation,2.1456401417082343e-05,6,0,-4,True,2989.1461999941384,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.36552019817073167, 0.4203506097560976, 0.4881859756097561, 0.682545731707317, 0.7915396341463415, 0.8753810975609756]"
2480,10,6,2.5e-05,uniform_gradient_pruning,2.192071116288817e-05,5,-1,-5,True,15822.770999991917,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.37691224718958805, 0.4332548071152277, 0.46656367413428024, 0.6797156627427814, 0.7675510572161516]"
702,11,7,2.5e-05,ours,2.4331357791926615e-05,11,4,0,True,20.85745,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.11593501269817352, 0.19866633415222168, 0.3249209225177765, 0.3564335107803345, 0.5091594457626343, 0.5421626567840576, 0.6090689301490784, 0.678632378578186, 0.7161043286323547, 0.7889457941055298, 0.8592085838317871]"
702,11,7,2.5e-05,kang_sparse_2015_adaptation,1.831734720145738e-05,7,0,-4,True,3584.5690999994986,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.13052591463414637, 0.2526676829268293, 0.3601371951219512, 0.47827743902439024, 0.6339557926829269, 0.7511432926829268, 0.8319359756097561]"
702,11,7,2.5e-05,uniform_gradient_pruning,1.810004534408422e-05,7,0,-4,True,12654.499399999622,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.13836820691566099, 0.25359115263545395, 0.3591599591615669, 0.47789057746591446, 0.6685643594737796, 0.705154374217614, 0.8577965623284507]"
678,11,7,2.5e-05,ours,2.4799707123526557e-05,12,5,1,True,19.7661,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.09075765311717987, 0.17857737839221954, 0.2217465192079544, 0.2576456069946289, 0.2901381850242615, 0.41091254353523254, 0.44008150696754456, 0.558588445186615, 0.6181604266166687, 0.6486944556236267, 0.7167508006095886, 0.7867779731750488]"
678,11,7,2.5e-05,kang_sparse_2015_adaptation,2.3336307087923753e-05,8,1,-3,True,3177.5625000154832,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.10804115853658539, 0.24609375, 0.3601371951219512, 0.48342225609756095, 0.5529725609756099, 0.6634908536585366, 0.7572408536585366, 0.8294588414634145]"
678,11,7,2.5e-05,uniform_gradient_pruning,1.9928006660805963e-05,8,1,-3,True,12731.656699994346,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.13376741293728855, 0.25818739700864957, 0.30591691001879456, 0.506890149567679, 0.5779379839364632, 0.5984074605221624, 0.7069605945459106, 0.7301343328805471]"
3687,11,8,2.5e-05,ours,2.2975063593785866e-05,9,1,-2,True,17.47605,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.16094423830509186, 0.2028369903564453, 0.23949259519577026, 0.37026724219322205, 0.4999573230743408, 0.5626387596130371, 0.5947277545928955, 0.7290105223655701, 0.8256648182868958]"
3687,11,8,2.5e-05,kang_sparse_2015_adaptation,1.9577759226503758e-05,6,-2,-5,True,2873.520000008284,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.29230182926829273, 0.3946265243902439, 0.4881859756097561, 0.5613567073170732, 0.7223704268292683, 0.8563262195121951]"
