sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
6660,8,8,1e-05,kang_sparse_2015_adaptation,9.153573010297604e-06,27,19,19,True,2721.659399976488,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8362709603658536, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439]"
6660,8,8,1e-05,uniform_gradient_pruning,2.876106536928863e-05,20,12,12,False,1609.1957000317052,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.052554018097727286, 0.10504512188048439, 0.15501241652018244, 0.20213103726362447, 0.24578260805671154, 0.29069212302580344, 0.3304909176417638, 0.3772045710485748, 0.4243330453109954, 0.4694952803478697, 0.5073769318851755, 0.5519517748874, 0.6036787271502273, 0.6472606929896847, 0.698091035424047, 0.7409160191909935, 0.806310600039762, 0.8602162294462915, 0.9060916326687904, 0.9526075222446259]"
1879,9,9,1e-05,ours,0.0010555869005952196,32,23,23,False,28.28785,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.006070227362215519, 0.011242246255278587, 0.01801113784313202, 0.0272218007594347, 0.035047948360443115, 0.042681239545345306, 0.04924309253692627, 0.05418389290571213, 0.05924079194664955, 0.06439447402954102, 0.06867116689682007, 0.07299529761075974, 0.07816243916749954, 0.08326376974582672, 0.08832117915153503, 0.09359721839427948, 0.09851396083831787, 0.10347488522529602, 0.1087530106306076, 0.11526622623205185, 0.1234213262796402, 0.1316331923007965, 0.1493314802646637, 0.22991007566452026, 0.24469728767871857, 0.3141566514968872, 0.4260862469673157, 0.517711341381073, 0.6137754917144775, 0.6460365653038025, 0.7774599194526672, 0.832045316696167]"
1879,9,9,1e-05,kang_sparse_2015_adaptation,9.948686121643491e-06,32,23,23,True,2876.1526999878697,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.02458079268292683, 0.04878048780487805, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.34146341463414637, 0.36585365853658536, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439]"
1879,9,9,1e-05,uniform_gradient_pruning,3.507402557515067e-05,20,11,11,False,1530.3004999877885,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.052145415164875454, 0.10426153274785488, 0.15485383694154414, 0.20462228584765696, 0.24855778446224927, 0.2874713176222374, 0.3341563229618879, 0.37313138002401786, 0.419183749846366, 0.46280798144417173, 0.502179601327854, 0.5516760410013599, 0.5961593764025805, 0.6506050102255866, 0.6952659419040894, 0.7400464804870424, 0.8028779319496331, 0.8521396342252856, 0.8905486004563392, 0.9373525433534176]"
5081,9,9,1e-05,ours,0.0008823770590018369,32,23,23,False,28.9584,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0034439244773238897, 0.011583277024328709, 0.023346807807683945, 0.03522631898522377, 0.046485088765621185, 0.058441173285245895, 0.06822983175516129, 0.0744476392865181, 0.07986553013324738, 0.08457961678504944, 0.08829839527606964, 0.0923815593123436, 0.09755238145589828, 0.10294297337532043, 0.10811866819858551, 0.11282291263341904, 0.11712134629487991, 0.12219180911779404, 0.12774716317653656, 0.1337231546640396, 0.14003890752792358, 0.14794088900089264, 0.17179259657859802, 0.21512535214424133, 0.24814701080322266, 0.2882590889930725, 0.3698517084121704, 0.47147855162620544, 0.5952841639518738, 0.6317351460456848, 0.7645905613899231, 0.8243537545204163]"
5081,9,9,1e-05,kang_sparse_2015_adaptation,9.478501063713197e-06,34,25,25,True,2833.831299969461,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07298018292682928, 0.07317073170731708, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.7073170731707317, 0.7317073170731707, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9512195121951219, 0.9516006097560975, 0.975609756097561]"
5081,9,9,1e-05,uniform_gradient_pruning,3.728930708644623e-05,20,11,11,False,1501.1488000163808,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.048395348138845724, 0.09642231222622984, 0.14280377429869862, 0.20354563894988947, 0.24396875703238047, 0.28044341538833006, 0.32818698857009376, 0.3734902807008134, 0.42237849791540755, 0.4913040241953623, 0.5388558619324451, 0.5883010295535629, 0.6394243773627004, 0.6856305195221112, 0.7295500107489864, 0.7657258500497818, 0.8035671835683353, 0.8533852985439704, 0.9014219074781646, 0.9506701795191018]"
2202,9,9,1e-05,ours,0.0006099790902328218,32,23,23,False,28.2633,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0018098157597705722, 0.006902066525071859, 0.013553068973124027, 0.022245774045586586, 0.03138935565948486, 0.03758438304066658, 0.04256868362426758, 0.04801001027226448, 0.05427529662847519, 0.05987180396914482, 0.06424622237682343, 0.06868097931146622, 0.0737011507153511, 0.07855954766273499, 0.0831875205039978, 0.08796853572130203, 0.09241476655006409, 0.09685852378606796, 0.10154840350151062, 0.10773388296365738, 0.1153986006975174, 0.12570510804653168, 0.148696169257164, 0.18977206945419312, 0.23723796010017395, 0.30971091985702515, 0.3768739104270935, 0.4682160019874573, 0.57284015417099, 0.6830025911331177, 0.7371501922607422, 0.8290330171585083]"
2202,9,9,1e-05,kang_sparse_2015_adaptation,9.900460515497255e-06,31,22,22,True,2840.922799950931,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.7025057164634145, 0.7073170731707317, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439]"
2202,9,9,1e-05,uniform_gradient_pruning,4.002503224061782e-05,20,11,11,False,1607.1020999806933,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.046051959988424804, 0.09199708767197917, 0.13754619870581622, 0.1867206526836368, 0.23300268688819462, 0.2779622549205564, 0.322807283795092, 0.36784868795837067, 0.41305103767650236, 0.4588386515825596, 0.5022290391034527, 0.5546785651426209, 0.6111468278558384, 0.655329765445405, 0.7136616575543646, 0.7672947376125355, 0.8133331121642144, 0.8593164378766631, 0.9055070473570697, 0.9525950084468825]"
5319,10,10,1e-05,ours,0.0007589189588941911,32,22,22,False,28.743699999999997,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0025935093872249126, 0.009193027392029762, 0.01718074269592762, 0.02433588355779648, 0.03117632493376732, 0.0404408723115921, 0.0511072501540184, 0.05973447486758232, 0.0667923167347908, 0.0761236622929573, 0.08589231967926025, 0.09359149634838104, 0.10069070756435394, 0.10719283670186996, 0.11289391666650772, 0.1196245402097702, 0.12731201946735382, 0.13645553588867188, 0.1488562971353531, 0.16321860253810883, 0.17819960415363312, 0.21111969649791718, 0.2517975866794586, 0.2811566889286041, 0.33037900924682617, 0.37495800852775574, 0.4432578682899475, 0.5188899040222168, 0.614161491394043, 0.6954764127731323, 0.7785056829452515, 0.7868066430091858]"
5319,10,10,1e-05,kang_sparse_2015_adaptation,9.731778941037875e-06,33,23,23,True,3122.465399967041,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.8048780487804879, 0.9024390243902439, 0.9027248475609757, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
5319,10,10,1e-05,uniform_gradient_pruning,3.0055739069190785e-05,20,10,10,False,1525.287299999036,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04673143266744562, 0.09314314266101886, 0.1389056317848552, 0.18908518380945594, 0.25512009178903855, 0.2992290516038806, 0.34055335158889716, 0.3935426180869898, 0.4455081542925685, 0.4954586134420627, 0.5506023334054896, 0.5893407566376108, 0.6248459008025017, 0.6706733409004454, 0.7099591495678852, 0.7470832916478277, 0.7915720321794077, 0.8398942878297446, 0.8917467849687424, 0.9458733924843713]"
4695,10,10,1e-05,ours,0.0010159374618691076,32,22,22,False,29.066499999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.00324804219417274, 0.01162339560687542, 0.02229728363454342, 0.03349794074892998, 0.04273521900177002, 0.04912548139691353, 0.05512974038720131, 0.06164590269327164, 0.06891778111457825, 0.07642531394958496, 0.08382932096719742, 0.09010528028011322, 0.09635623544454575, 0.10391815751791, 0.11186673492193222, 0.1198839545249939, 0.1280180811882019, 0.13648571074008942, 0.14481885731220245, 0.17074239253997803, 0.19181132316589355, 0.20900025963783264, 0.22963111102581024, 0.23814523220062256, 0.2977657914161682, 0.34803396463394165, 0.44258204102516174, 0.4942604899406433, 0.6129047870635986, 0.6596356630325317, 0.7712096571922302, 0.844476044178009]"
4695,10,10,1e-05,kang_sparse_2015_adaptation,9.583866263342015e-06,34,24,24,True,3081.2166000250727,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.07317073170731708, 0.0975609756097561, 0.11956935975609756, 0.14634146341463417, 0.17073170731707318, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.889624618902439, 0.9024390243902439]"
4695,10,10,1e-05,uniform_gradient_pruning,4.537774861908128e-05,20,10,10,False,1587.7805999480188,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.058908760425617816, 0.11669987556150403, 0.1628388184308855, 0.20243849160819766, 0.24531210692314473, 0.29141315286481345, 0.3366394597487497, 0.3826007116945964, 0.4242501747225148, 0.4655740114215854, 0.5058415298034972, 0.5590331961494942, 0.613818813183585, 0.6578487632338115, 0.693191905839546, 0.7439788800152204, 0.791773295519915, 0.832150896578197, 0.876038316216256, 0.9353424678255081]"
73,10,10,1e-05,ours,0.0007500990312790277,32,22,22,False,29.1664,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.003626512363553047, 0.006283583585172892, 0.009982464835047722, 0.014721710234880447, 0.021699972450733185, 0.030125485733151436, 0.038499269634485245, 0.049487464129924774, 0.06227898597717285, 0.07228004187345505, 0.07854108512401581, 0.08462194353342056, 0.09119021147489548, 0.09814812242984772, 0.10631036758422852, 0.11575525999069214, 0.12539030611515045, 0.13472816348075867, 0.14457327127456665, 0.16064859926700592, 0.18436792492866516, 0.20791465044021606, 0.2299354374408722, 0.25452569127082825, 0.3030828535556793, 0.33893123269081116, 0.4044119715690613, 0.49456220865249634, 0.5981475710868835, 0.6621320247650146, 0.7212220430374146, 0.8053295612335205]"
73,10,10,1e-05,kang_sparse_2015_adaptation,1.2200296198680061e-05,40,30,30,False,1859.716400038451,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
73,10,10,1e-05,uniform_gradient_pruning,5.230463206323818e-05,20,10,10,False,1665.8007000223733,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05057105305595551, 0.0909097344382333, 0.12670223307112718, 0.16304144698853218, 0.19827310682523838, 0.24323063633823472, 0.30590956022106697, 0.3627514321355093, 0.4035173326176478, 0.4648436846495691, 0.5269211150328855, 0.5704351698262552, 0.6099786944067009, 0.6585695519351042, 0.7127833520267695, 0.767541172625553, 0.8275638957202986, 0.8678844697482485, 0.9107116971421033, 0.9553063077808785]"
3580,11,11,1e-05,ours,0.0005824608284686635,32,21,21,False,31.443350000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.00468438258394599, 0.009390834718942642, 0.014637410640716553, 0.021701877936720848, 0.03243783116340637, 0.043258994817733765, 0.05042985454201698, 0.060611482709646225, 0.07434020936489105, 0.08634911477565765, 0.09602953493595123, 0.1043568029999733, 0.11111481487751007, 0.11646241694688797, 0.12185434252023697, 0.12866473197937012, 0.13631850481033325, 0.1451188623905182, 0.16221435368061066, 0.18982750177383423, 0.20684009790420532, 0.2254241555929184, 0.2497846633195877, 0.2878018021583557, 0.3431898355484009, 0.42636409401893616, 0.47717198729515076, 0.6068518161773682, 0.664621114730835, 0.749706506729126, 0.8031668066978455, 0.8603588938713074]"
3580,11,11,1e-05,kang_sparse_2015_adaptation,1.4540780087265407e-05,40,29,29,False,1683.7321000057273,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3580,11,11,1e-05,uniform_gradient_pruning,7.290588861358733e-05,20,9,9,False,1644.1840000334196,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04716861325906871, 0.0942372673270963, 0.13987449263757123, 0.18318921005762565, 0.22338864415065338, 0.2593653929436917, 0.29939611069308725, 0.3423143325788256, 0.39067725742789466, 0.44028769523595945, 0.4936173897166243, 0.5558941052945393, 0.5980586300228637, 0.6368198260293778, 0.6840911675392819, 0.7423720720255002, 0.8011823534991391, 0.8538356690521827, 0.8999487333094921, 0.9494259850571508]"
5000,11,11,1e-05,ours,0.0010851531577025554,32,21,21,False,29.34485,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0038373535498976707, 0.0069017293862998486, 0.010806206613779068, 0.017636502161622047, 0.02671080082654953, 0.03582372888922691, 0.042002346366643906, 0.04640306532382965, 0.05096114054322243, 0.05614328384399414, 0.06170611456036568, 0.06763029843568802, 0.07436273992061615, 0.08148233592510223, 0.09010536223649979, 0.09944259375333786, 0.1086590588092804, 0.11787336319684982, 0.12916003167629242, 0.1440104842185974, 0.18789410591125488, 0.21766193211078644, 0.24449750781059265, 0.2768099009990692, 0.39834415912628174, 0.4256554841995239, 0.49342748522758484, 0.5889352560043335, 0.6777132749557495, 0.7797816395759583, 0.7940530180931091, 0.8310459852218628]"
5000,11,11,1e-05,kang_sparse_2015_adaptation,1.8998657553711737e-05,40,29,29,False,1955.8330999570899,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
5000,11,11,1e-05,uniform_gradient_pruning,6.743617393358707e-05,20,9,9,False,1613.0677000037394,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.052472414488448846, 0.10403844884852412, 0.15430820397466932, 0.19879535616536526, 0.24428916466412676, 0.28992170635427844, 0.33807583893959486, 0.3863429639954316, 0.43374278549497736, 0.4784141856117968, 0.5228764638157561, 0.5626792587914133, 0.6127515977318249, 0.6638648900582489, 0.7171473013326121, 0.753817149314132, 0.7903350852159574, 0.826776565585781, 0.8773749648298143, 0.9383089011239937]"
5398,11,11,1e-05,ours,0.0010719780599181023,32,21,21,False,31.4842,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0026696159038692713, 0.009099583141505718, 0.016633741557598114, 0.023047180846333504, 0.02983778901398182, 0.03997144103050232, 0.05200240761041641, 0.07096906006336212, 0.09583551436662674, 0.11335017532110214, 0.12233828753232956, 0.12887226045131683, 0.1357274055480957, 0.14305126667022705, 0.15316782891750336, 0.17313061654567719, 0.1872997283935547, 0.20452357828617096, 0.2184416651725769, 0.2302844226360321, 0.24295681715011597, 0.2556878328323364, 0.2770403325557709, 0.3246336877346039, 0.39125633239746094, 0.4740881323814392, 0.5554155111312866, 0.626974880695343, 0.7473516464233398, 0.781206488609314, 0.7931580543518066, 0.8300389647483826]"
5398,11,11,1e-05,kang_sparse_2015_adaptation,9.177274824776221e-06,42,31,31,True,1998.203899944201,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.1704458841463415, 0.17073170731707318, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.2923971036585366, 0.29268292682926833, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6335746951219512, 0.6341463414634146, 0.6829268292682926, 0.6833079268292682, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.852562881097561, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
5398,11,11,1e-05,uniform_gradient_pruning,4.907484516403402e-05,20,9,9,False,2025.8971999865025,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.045995229991025975, 0.0912131636243981, 0.13402236357723862, 0.17507788164451588, 0.21533279504287983, 0.2616450755912268, 0.30297520995435395, 0.3440532315915111, 0.392720697490558, 0.44166123512014027, 0.48474172546409616, 0.553316157783893, 0.6207839540949844, 0.6646573758798826, 0.700810274397074, 0.7633702509714824, 0.8245554982529397, 0.868034754522324, 0.9096928626444666, 0.9545688225750631]"
1686,12,12,1e-05,ours,0.0010259198732162312,32,20,20,False,35.15575,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.004509618505835533, 0.008939605206251144, 0.013527639210224152, 0.019665811210870743, 0.024976734071969986, 0.02963925153017044, 0.03665865212678909, 0.06161913275718689, 0.1028343141078949, 0.13061191141605377, 0.14153721928596497, 0.15213996171951294, 0.18146269023418427, 0.20197558403015137, 0.21934114396572113, 0.23487907648086548, 0.247297465801239, 0.26177778840065, 0.27840960025787354, 0.2991179823875427, 0.3198256492614746, 0.3448638319969177, 0.37242835760116577, 0.4110787510871887, 0.4766719341278076, 0.5550390481948853, 0.5902097821235657, 0.6850563287734985, 0.7715135812759399, 0.8018025755882263, 0.8087081909179688, 0.8389121294021606]"
1686,12,12,1e-05,kang_sparse_2015_adaptation,2.5425401969529204e-05,40,28,28,False,1688.220799958799,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
1686,12,12,1e-05,uniform_gradient_pruning,8.342290926472432e-05,20,8,8,False,1537.815399991814,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05750490200957523, 0.11417490095186712, 0.16634279889048753, 0.2004939737223517, 0.23553291363202572, 0.27138953713626257, 0.3134637198713389, 0.36636368564970967, 0.40842315066494955, 0.45591607540071183, 0.5207874934996362, 0.5788030827792902, 0.6351008546419188, 0.6749643467389579, 0.7128673878158058, 0.7516093677205498, 0.792831033147249, 0.8453695606813267, 0.8967009189572535, 0.9482254024033272]"
470,12,12,1e-05,ours,0.0007697506403078353,32,20,20,False,27.589100000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0035305588971823454, 0.006827390752732754, 0.010397117584943771, 0.015257450751960278, 0.019604526460170746, 0.023420151323080063, 0.0261639803647995, 0.02909170277416706, 0.03809669613838196, 0.06164279580116272, 0.09014720469713211, 0.10953489691019058, 0.12155895680189133, 0.13499237596988678, 0.17195791006088257, 0.18945924937725067, 0.20652319490909576, 0.22095617651939392, 0.2370424121618271, 0.24675290286540985, 0.259756863117218, 0.29150596261024475, 0.34274980425834656, 0.3620079457759857, 0.3983965218067169, 0.5036326050758362, 0.5582969784736633, 0.6088215708732605, 0.701164722442627, 0.7723177671432495, 0.811612069606781, 0.8192839622497559]"
470,12,12,1e-05,kang_sparse_2015_adaptation,2.802918035103437e-05,40,28,28,False,1855.8291999506764,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
470,12,12,1e-05,uniform_gradient_pruning,6.036055492940004e-05,20,8,8,False,1496.683800010942,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05446979845610287, 0.10801680095113869, 0.1590976514266994, 0.20650494891562537, 0.24756700045210442, 0.2941492898271121, 0.3431162939994532, 0.39598863696728365, 0.4434105483485133, 0.48552978673603414, 0.5289457487774841, 0.5773834437211686, 0.6248983914654466, 0.6717811630855591, 0.7136500068468226, 0.7545985136725509, 0.7996276933378463, 0.8511619237987451, 0.9007880510689125, 0.949928703697153]"
3185,12,12,1e-05,ours,0.0013604255097509465,32,20,20,False,27.67955,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0035837828181684017, 0.006833295803517103, 0.010804636403918266, 0.016143782064318657, 0.02072746679186821, 0.024683330208063126, 0.02793026529252529, 0.04013320058584213, 0.060718610882759094, 0.08232344686985016, 0.09853928536176682, 0.10769374668598175, 0.11593981087207794, 0.1266683042049408, 0.13895578682422638, 0.16406305134296417, 0.1788787692785263, 0.19352158904075623, 0.20838047564029694, 0.22366207838058472, 0.23951034247875214, 0.25907593965530396, 0.2767903804779053, 0.3029465973377228, 0.3978300094604492, 0.4672289788722992, 0.5200546383857727, 0.6763064861297607, 0.7221099734306335, 0.7943964600563049, 0.8234781622886658, 0.8611510992050171]"
